time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-19T03:17:03.174Z,57.8953,-156.9592,190.1,2.7,ml,,,,0.96,ak,ak16204372,2017-06-19T03:32:55.166Z,"90km SSW of King Salmon, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-06-19T03:14:17.080Z,11.6581,-87.2772,35,4.6,mb,,150,1.01,1.16,us,us20009nii,2017-06-19T04:18:28.299Z,"84km W of Masachapa, Nicaragua",earthquake,5.7,2,0.044,151,reviewed,us,us
2017-06-19T03:12:10.930Z,44.7856667,-111.0246667,10.49,2.97,ml,30,69,0.02945,0.14,uu,uu60205687,2017-06-21T02:48:03.040Z,"15km NNE of West Yellowstone, Montana",earthquake,0.36,0.41,0.368,9,reviewed,uu,uu
2017-06-19T02:52:08.950Z,1.8977,91.0001,14.61,4.6,mb,,95,6.599,1.02,us,us20009nie,2017-06-19T03:15:43.040Z,"North Indian Ocean",earthquake,9.8,4.6,0.081,45,reviewed,us,us
2017-06-19T02:19:33.520Z,79.4792,3.91,10,4.5,mb,,85,1.615,0.62,us,us20009nib,2017-06-19T02:48:25.040Z,"289km NW of Longyearbyen, Svalbard and Jan Mayen",earthquake,8.7,1.9,0.069,62,reviewed,us,us
2017-06-18T22:35:46.450Z,24.6337,93.9778,22.07,4.6,mb,,89,0.498,0.8,us,us20009nhw,2017-06-19T04:09:43.091Z,"3km W of Thoubal, India",earthquake,6.7,5.5,0.072,58,reviewed,us,us
2017-06-18T20:51:32.690Z,37.1337,140.6601,36.09,4.5,mb,,135,0.741,1.29,us,us20009nhh,2017-06-21T06:39:12.538Z,"18km E of Ishikawa, Japan",earthquake,5.9,5.3,0.084,41,reviewed,us,us
2017-06-18T19:52:04.681Z,57.7893,-136.3343,0.5,3.1,ml,,,,0.67,ak,ak16202454,2017-06-18T20:02:35.713Z,"77km SSW of Gustavus, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-06-18T19:06:37.040Z,-23.9377,-179.4445,536.27,4.7,mb,,128,6.591,0.9,us,us20009nh0,2017-06-18T19:20:17.040Z,"South of the Fiji Islands",earthquake,14.6,10.1,0.08,48,reviewed,us,us
2017-06-18T18:47:15.790Z,-30.2347,-177.5208,10,5.1,mb,,130,1.048,0.72,us,us20009ngx,2017-06-18T19:06:27.040Z,"113km SSE of Raoul Island, New Zealand",earthquake,10,1.8,0.094,37,reviewed,us,us
2017-06-18T16:23:49.440Z,36.4417,140.007,85.48,4.3,mb,,134,1.456,0.47,us,us20009ngk,2017-06-19T08:14:49.252Z,"1km NW of Mooka, Japan",earthquake,4.7,7.9,0.094,32,reviewed,us,us
2017-06-18T16:17:25.670Z,-3.5159,131.2141,12.25,5.2,mb,,51,1.191,0.56,us,us20009ngf,2017-06-19T02:58:24.695Z,"256km E of Amahai, Indonesia",earthquake,6.3,3.6,0.052,123,reviewed,us,us
2017-06-18T15:42:18.320Z,20.356,-155.9925,33.925,2.71,ml,46,147,0.1912,0.13,hv,hv61804046,2017-06-20T22:01:56.840Z,"20km NW of Hawi, Hawaii",earthquake,0.55,0.64,0.103,15,reviewed,hv,hv
2017-06-18T15:23:33.320Z,37.9902,21.218,10,4.4,mb,,75,0.985,1.31,us,us20009nfp,2017-06-18T16:22:31.040Z,"7km NW of Lechaina, Greece",earthquake,5.6,1.9,0.127,18,reviewed,us,us
2017-06-18T15:14:12.060Z,33.6761667,-116.7606667,15.92,3.18,ml,158,13,0.05217,0.2,ci,ci37912624,2017-06-22T05:09:11.958Z,"8km SSW of Idyllwild, CA",earthquake,0.1,0.21,0.148,315,reviewed,ci,ci
2017-06-18T14:11:20.419Z,55.1636,-163.5782,150.3,2.6,ml,,,,0.4,ak,ak16201005,2017-06-19T01:36:27.987Z,"36km NNW of False Pass, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-06-18T11:31:33.060Z,18.7925,-65.0656,8,3.29,md,13,247,0.5313,0.33,pr,pr2017169005,2017-06-18T15:39:29.583Z,"51km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.59,2.32,0.26,12,reviewed,pr,pr
2017-06-18T11:23:44.510Z,44.7968333,-111.0391667,11.32,2.63,ml,31,50,0.04426,0.19,uu,uu60205297,2017-06-19T14:43:32.550Z,"15km NNE of West Yellowstone, Montana",earthquake,0.39,0.43,0.114,7,reviewed,uu,uu
2017-06-18T11:18:54.680Z,25.543,142.7808,31.43,4.8,mb,,111,1.636,0.78,us,us20009nf9,2017-06-18T11:44:09.040Z,"168km ENE of Iwo Jima, Japan",earthquake,9.8,4.9,0.073,58,reviewed,us,us
2017-06-18T09:39:24.780Z,31.1467,110.4559,17.8,4.4,mb,,64,9.426,1.19,us,us20009nf3,2017-06-18T10:03:19.040Z,"18km NE of Xinling, China",earthquake,9.5,4.6,0.084,41,reviewed,us,us
2017-06-18T09:06:57.180Z,61.0084,-27.8477,10.55,5,mb,,57,4.793,0.66,us,us20009new,2017-06-20T22:07:54.040Z,"Iceland region",earthquake,8.2,4.3,0.026,470,reviewed,us,us
2017-06-18T08:08:10.256Z,62.8554,-148.8804,58.6,2.9,ml,,,,0.59,ak,ak16199905,2017-06-18T08:21:33.614Z,"59km S of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-06-18T07:21:19.230Z,44.8081667,-111.0153333,7.42,2.71,ml,24,127,0.04927,0.17,uu,uu60205172,2017-06-19T14:59:06.620Z,"17km NNE of West Yellowstone, Montana",earthquake,0.43,0.48,0.163,8,reviewed,uu,uu
2017-06-18T06:11:15.200Z,35.4441667,-118.4086667,1.56,2.98,ml,61,45,0.1528,0.16,ci,ci37912472,2017-06-19T23:42:49.227Z,"18km SSE of Bodfish, CA",earthquake,0.15,0.4,0.151,153,reviewed,ci,ci
2017-06-18T06:07:30.390Z,-22.2564,-179.4205,573.38,4.4,mb,,112,5.078,0.61,us,us20009neh,2017-06-18T06:55:38.040Z,"192km SSW of Ndoi Island, Fiji",earthquake,14.3,10,0.091,35,reviewed,us,us
2017-06-18T05:24:35.870Z,-14.4297,-76.2979,26.54,4.4,mb,,161,2.484,1.35,us,us20009ne7,2017-06-18T15:21:45.717Z,"62km S of Paracas, Peru",earthquake,7.4,9.3,0.179,9,reviewed,us,us
2017-06-18T04:41:00.560Z,-32.1341,-71.9729,23.38,4.5,mwr,,93,0.93,1.09,us,us20009ne1,2017-06-18T05:26:24.398Z,"78km WNW of La Ligua, Chile",earthquake,4.2,4.8,0.035,78,reviewed,us,us
2017-06-18T03:44:02.810Z,-21.2365,-68.7679,121.69,4,mb,,52,0.698,0.56,us,us20009nds,2017-06-18T04:34:27.040Z,"137km N of Calama, Chile",earthquake,5.8,8.8,0.26,4,reviewed,us,us
2017-06-18T01:28:32.010Z,44.7911667,-111.0371667,9.81,2.83,ml,25,70,0.03874,0.14,uu,uu60205127,2017-06-19T15:05:21.080Z,"14km NNE of West Yellowstone, Montana",earthquake,0.39,0.53,0.209,7,reviewed,uu,uu
2017-06-18T01:16:56.380Z,19.8736,-64.4223,47,3.71,md,17,302,1.7868,0.31,pr,pr2017169000,2017-06-18T15:43:57.173Z,"162km N of Road Town, British Virgin Islands",earthquake,3.54,19.99,0.15,13,reviewed,pr,pr
2017-06-18T01:02:46.480Z,18.7165,-64.4113,58,2.85,md,6,329,0.9625,0.26,pr,pr2017169001,2017-06-18T15:43:16.870Z,"39km NNE of Road Town, British Virgin Islands",earthquake,6.86,4.54,0.43,4,reviewed,pr,pr
2017-06-17T23:49:19.159Z,64.6548,-149.839,17.6,2.7,ml,,,,0.56,ak,ak16198167,2017-06-17T23:56:10.355Z,"35km WNW of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-06-17T23:39:12.000Z,71.64,-52.344,0,4.2,ms_20,,,,1.36,us,us20009nlg,2017-06-22T01:21:21.694Z,"107km N of Uummannaq, Greenland",landslide,8.7,2,0.033,164,reviewed,spec,us
2017-06-17T23:30:31.746Z,64.1116,-149.0275,5.2,2.9,ml,,,,0.89,ak,ak16198159,2017-06-17T23:35:56.578Z,"28km N of Healy, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-06-17T23:30:21.085Z,64.6513,-149.8289,18.4,2.7,ml,,,,0.57,ak,ak16198153,2017-06-17T23:40:37.512Z,"35km WNW of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-06-17T22:50:32.940Z,-5.5924,151.7689,35,5,mb,,92,1.446,1.02,us,us20009ncg,2017-06-17T23:09:38.040Z,"147km SSW of Kokopo, Papua New Guinea",earthquake,8.8,1.9,0.053,114,reviewed,us,us
2017-06-17T22:26:02.540Z,-24.1049,179.5909,518.19,6.1,mww,,34,5.579,0.88,us,us20009nc2,2017-06-20T17:39:19.040Z,"South of the Fiji Islands",earthquake,7.7,6,,,reviewed,us,us
2017-06-17T22:07:32.905Z,62.0438,-149.5253,19.9,3.1,ml,,,,0.67,ak,ak16197779,2017-06-17T22:15:24.327Z,"21km SE of Y, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-06-17T20:47:07.370Z,18.0515,-68.2558,69,3.56,md,17,253,0.4792,0.28,pr,pr2017168010,2017-06-22T16:54:31.184Z,"51km SE of Boca de Yuma, Dominican Republic",earthquake,2.49,2.19,0.19,13,reviewed,pr,pr
2017-06-17T20:19:36.360Z,52.8854,171.133,34.16,4.7,mb,,112,1.809,0.55,us,us20009nbi,2017-06-18T01:39:59.053Z,"138km W of Attu Station, Alaska",earthquake,9.6,5.3,0.045,148,reviewed,us,us
2017-06-17T20:18:49.330Z,19.5126,-65.2673,30,2.9,md,4,313,1.2052,0.17,pr,pr2017168012,2017-06-18T15:50:55.850Z,"133km N of Culebra, Puerto Rico",earthquake,1.51,15.9,0.42,4,reviewed,pr,pr
2017-06-17T19:52:13.710Z,35.2565,-96.6833,5,2.5,mb_lg,,73,0.404,0.5,us,us20009nb9,2017-06-17T21:33:34.652Z,"3km NNW of Seminole, Oklahoma",earthquake,1.7,1.9,0.081,40,reviewed,us,us
2017-06-17T19:50:06.360Z,38.9025,26.4815,10,5.1,mb,,81,1.675,0.9,us,us20009nb8,2017-06-22T02:57:05.440Z,"12km SE of Plomarion, Greece",earthquake,2.9,1.9,0.095,36,reviewed,us,us
2017-06-17T19:33:33.590Z,38.7949,26.5172,12.17,4.2,mb,,50,1.626,0.79,us,us20009nb3,2017-06-17T21:19:05.040Z,"17km N of Karaburun, Turkey",earthquake,5.3,6.3,0.187,8,reviewed,us,us
2017-06-17T19:11:44.690Z,-24.7942,179.8558,509.55,4.3,mb,,96,4.853,0.86,us,us20009nb1,2017-06-17T21:06:28.040Z,"South of the Fiji Islands",earthquake,12.9,7.3,0.073,53,reviewed,us,us
2017-06-17T18:39:28.920Z,19.3591,-64.4605,24,2.65,md,4,326,1.3347,0.25,pr,pr2017168009,2017-06-18T15:57:08.223Z,"105km N of Road Town, British Virgin Islands",earthquake,2.44,21.99,0.03,3,reviewed,pr,pr
2017-06-17T16:37:20.780Z,-16.1711,167.87,155.49,5.1,mb,,61,4.62,0.99,us,us20009na7,2017-06-17T16:52:51.040Z,"48km E of Lakatoro, Vanuatu",earthquake,9.3,3.5,0.079,51,reviewed,us,us
2017-06-17T16:20:25.160Z,41.8026667,-126.8568333,4.25,3.07,md,7,321,2.154,0.09,nc,nc72817536,2017-06-20T06:47:04.042Z,"212km WSW of Gold Beach, Oregon",earthquake,8.05,9.72,0.117,8,reviewed,nc,nc
2017-06-17T15:35:59.560Z,-22.8396,-68.8819,104.7,4.6,mb,,41,0.227,0.8,us,us20009na5,2017-06-17T15:49:27.040Z,"41km S of Calama, Chile",earthquake,6.5,6.6,0.165,11,reviewed,us,us
2017-06-17T15:24:12.027Z,62.4619,-149.1027,37.8,3.7,ml,,,,0.78,ak,ak16196763,2017-06-17T15:51:56.834Z,"48km NE of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-06-17T15:13:41.790Z,-5.9673,153.5789,10.69,4.7,mb,,123,7.22,1.14,us,us20009na3,2017-06-17T15:58:42.040Z,"176km SSE of Taron, Papua New Guinea",earthquake,11.6,5.9,0.121,21,reviewed,us,us
2017-06-17T15:00:37.660Z,9.3259,-84.6588,11.47,4.6,mb,,200,0.334,1.13,us,us20009na1,2017-06-20T04:28:51.769Z,"32km S of Jaco, Costa Rica",earthquake,2.2,8,0.136,16,reviewed,us,us
2017-06-17T14:23:52.860Z,-2.5835,121.7539,54.71,4.8,mb,,63,1.838,1.23,us,us20009n9x,2017-06-17T14:43:22.040Z,"73km E of Malili, Indonesia",earthquake,6.7,4,0.107,27,reviewed,us,us
2017-06-17T13:47:38.150Z,11.2778,-86.6997,28.31,5.4,mww,,135,1.521,1.12,us,us20009n9r,2017-06-20T17:32:18.040Z,"59km SSW of Masachapa, Nicaragua",earthquake,6.5,5.4,,,reviewed,us,us
2017-06-17T12:49:09.140Z,18.3545,-64.6103,100,2.46,md,3,349,0.6738,0.06,pr,pr2017168006,2017-06-18T15:59:18.632Z,"6km S of Road Town, British Virgin Islands",earthquake,6.99,0.88,0.56,2,reviewed,pr,pr
2017-06-17T12:17:48.499Z,37.4463,-114.3213,7,3.3,ml,38,60.91,0.369,0.1675,nn,nn00592649,2017-06-18T20:13:26.002Z,"26km SE of Caliente, Nevada",earthquake,,1.9,0.12,13,reviewed,nn,nn
2017-06-17T12:06:27.400Z,35.0095,-97.6037,3.87,3.2,mb_lg,,68,0.334,0.74,us,us20009n9l,2017-06-21T20:45:47.776Z,"15km SSE of Blanchard, Oklahoma",earthquake,1.8,7.7,0.049,108,reviewed,us,us
2017-06-17T11:07:06.410Z,-5.934,149.8909,42.65,4.8,mb,,114,4.383,0.48,us,us20009n9j,2017-06-17T11:21:59.040Z,"49km NE of Kandrian, Papua New Guinea",earthquake,14.8,12.3,0.143,15,reviewed,us,us
2017-06-17T09:15:31.610Z,37.008,-97.5606667,6.06,2.57,ml,16,84,0.06651,0.04,ismpkansas,ismpkansas70229403,2017-06-19T23:12:10.290Z,"4km ESE of Caldwell, Kansas",earthquake,0.16,0.62,0.153,17,reviewed,ismp,ismp
2017-06-17T07:59:50.090Z,18.9386,-67.1441,47,2.57,md,3,357,0.7651,0.02,pr,pr2017168005,2017-06-18T16:00:25.594Z,"49km N of San Antonio, Puerto Rico",earthquake,6.77,4.3,0.07,2,reviewed,pr,pr
2017-06-17T06:59:57.390Z,36.7608,-98.0741,7.75,2.6,mb_lg,,52,0.105,0.12,us,us20009n8y,2017-06-17T07:10:18.040Z,"25km E of Cherokee, Oklahoma",earthquake,0.8,3.8,0.071,51,reviewed,us,us
2017-06-17T06:42:07.660Z,37.0349,-104.9078,2.58,3.9,ml,,34,0.132,0.76,us,us20009n8v,2017-06-17T14:45:40.040Z,"39km WSW of Trinidad, Colorado",earthquake,1.8,7.9,0.049,55,reviewed,us,us
2017-06-17T05:56:35.020Z,-20.6147,-66.9159,251.04,4.3,mb,,50,2.151,0.87,us,us20009n8u,2017-06-17T07:21:26.040Z,"19km SSW of Uyuni, Bolivia",earthquake,9,10.3,0.178,9,reviewed,us,us
2017-06-17T04:59:44.840Z,51.666,-173.5571,10,4,mb,,184,1.61,1.14,us,us20009n8l,2017-06-17T05:20:14.040Z,"73km SE of Atka, Alaska",earthquake,8.9,1.9,0.079,43,reviewed,us,us
2017-06-17T04:53:28.790Z,18.7273,-64.5941,41,3.51,md,19,209,0.8064,0.29,pr,pr2017168003,2017-06-18T16:17:31.352Z,"34km N of Road Town, British Virgin Islands",earthquake,2.59,3.4,0.24,16,reviewed,pr,pr
2017-06-17T04:40:07.560Z,17.963,-68.2616,94,3.41,md,17,331,0.5638,0.48,pr,pr2017168004,2017-06-18T16:08:20.578Z,"58km SE of Boca de Yuma, Dominican Republic",earthquake,4.27,2.69,0.08,8,reviewed,pr,pr
2017-06-17T03:40:37.270Z,38.891,26.2094,10,4.6,mb,,30,1.88,0.88,us,us20009n8a,2017-06-22T14:41:05.060Z,"16km SW of Plomarion, Greece",earthquake,4.2,1.6,0.083,43,reviewed,us,us
2017-06-17T03:40:26.330Z,36.1665,-97.2776,1.28,2.6,mb_lg,,17,0.099,0.18,us,us20009n89,2017-06-17T04:11:08.040Z,"13km S of Perry, Oklahoma",earthquake,0.7,7,0.074,47,reviewed,us,us
2017-06-17T03:18:30.260Z,-55.1272,158.3362,21.76,4.3,mb,,132,0.725,0.59,us,us20009n87,2017-06-17T03:50:34.040Z,"81km SSW of Macquarie Island, Australia",earthquake,5.7,6.8,0.161,11,reviewed,us,us
2017-06-17T03:00:52.720Z,36.5077,70.9517,154.34,4.1,mb,,94,0.686,0.87,us,us20009n85,2017-06-17T03:17:32.040Z,"40km SSE of Jarm, Afghanistan",earthquake,7.7,2.6,0.151,12,reviewed,us,us
2017-06-17T01:21:43.700Z,-4.6719,153.1697,63.88,5,mb,,68,7.594,0.68,us,us20009n7t,2017-06-17T01:39:42.040Z,"27km SSE of Taron, Papua New Guinea",earthquake,8.7,6.1,0.057,97,reviewed,us,us
2017-06-17T01:15:21.040Z,19.3518,-65.913,35,3.07,md,9,272,1.0815,0.41,pr,pr2017168001,2017-06-18T16:20:13.575Z,"100km NNE of San Juan, Puerto Rico",earthquake,4.13,25.99,0.29,9,reviewed,pr,pr
2017-06-17T00:40:36.290Z,44.7888333,-111.0258333,9.81,2.53,ml,17,171,0.03266,0.13,uu,uu60204512,2017-06-19T14:46:39.730Z,"15km NNE of West Yellowstone, Montana",earthquake,0.46,0.69,0.023,5,reviewed,uu,uu
2017-06-17T00:17:12.960Z,51.6488,-173.3977,19.58,5.4,mww,,54,0.761,1.07,us,us20009n7f,2017-06-20T16:13:48.040Z,"82km SE of Atka, Alaska",earthquake,5.9,3.5,,,reviewed,us,us
2017-06-17T00:15:57.100Z,51.6579,-178.4184,10,3,ml,,182,0.24,0.79,us,us20009na2,2017-06-17T21:50:12.040Z,"31km SW of Tanaga Volcano, Alaska",earthquake,1.2,2,,,reviewed,us,ak
2017-06-17T00:13:23.380Z,18.0948,-67.9991,42,3.52,md,18,322,0.5673,0.33,pr,pr2017168000,2017-06-18T21:56:33.040Z,"73km WSW of Rincon, Puerto Rico",earthquake,1.77,3.15,0.28,16,reviewed,pr,pr
2017-06-16T23:42:44.380Z,36.8321,22.9868,68.08,4.4,mwr,,90,0.917,0.61,us,us20009n7d,2017-06-17T20:41:44.403Z,"8km NNE of Sykea, Greece",earthquake,5.4,5.4,0.052,36,reviewed,us,us
2017-06-16T22:48:07.280Z,44.7853333,-111.0373333,8.94,3.01,ml,21,115,0.03419,0.14,uu,uu60204447,2017-06-16T23:35:40.040Z,"14km NNE of West Yellowstone, Montana",earthquake,0.47,0.64,0.204,6,reviewed,uu,uu
2017-06-16T22:38:59.950Z,44.7763333,-111.0185,8.24,2.48,ml,21,111,0.01914,0.16,uu,uu60204442,2017-06-16T23:24:26.040Z,"14km NNE of West Yellowstone, Montana",earthquake,0.4,0.59,0.169,6,reviewed,uu,uu
2017-06-16T21:50:35.429Z,60.2077,-153.2687,131,3.1,ml,,,,0.59,ak,ak16192775,2017-06-17T04:27:46.040Z,"42km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-06-16T21:43:11.230Z,29.9367,95.1768,24.75,4.2,mb,,150,3.526,0.58,us,us20009n6t,2017-06-16T23:08:57.040Z,"56km WNW of Zhamog, China",earthquake,6.5,9,0.115,21,reviewed,us,us
2017-06-16T21:40:55.560Z,36.4559,-96.8794,9.35,2.5,mb_lg,,41,0.05,0.34,us,us20009n6p,2017-06-17T04:21:03.040Z,"14km NNW of Pawnee, Oklahoma",earthquake,1.3,3,0.092,31,reviewed,us,us
2017-06-16T19:37:26.850Z,-62.8284,-161.0705,10,5.7,mww,,66,18.095,1.05,us,us20009n59,2017-06-17T14:52:20.040Z,"Pacific-Antarctic Ridge",earthquake,13.4,1.8,0.069,20,reviewed,us,us
2017-06-16T19:05:58.770Z,27.8351,139.5797,501.75,4.8,mb,,66,2.428,0.84,us,us20009n4w,2017-06-16T19:18:21.040Z,"273km WNW of Chichi-shima, Japan",earthquake,11.5,9.7,0.072,59,reviewed,us,us
2017-06-16T18:42:41.670Z,19.0995,-66.7951,23,3.33,md,18,248,0.7066,0.26,pr,pr2017167004,2017-06-18T16:32:42.831Z,"67km N of Hatillo, Puerto Rico",earthquake,1.01,17.76,0.1,13,reviewed,pr,pr
2017-06-16T18:31:05.680Z,60.2315,-152.2965,90.4,2.6,ml,,,,0.5,ak,ak16192057,2017-06-16T18:45:59.359Z,"37km SE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-06-16T18:17:32.790Z,44.878,36.827,14.66,4.2,mb,,62,3.568,1.09,us,us20009n4g,2017-06-17T06:11:38.853Z,"38km SSE of Taman', Russia",earthquake,6.7,5.1,0.096,30,reviewed,us,us
2017-06-16T17:03:48.710Z,-16.7998,177.3521,10,4.9,mb,,95,1.153,0.52,us,us20009n4a,2017-06-17T12:41:30.242Z,"91km N of Lautoka, Fiji",earthquake,3.4,1.8,0.069,66,reviewed,us,us
2017-06-16T15:39:57.733Z,59.7454,-136.4253,7.9,2.8,ml,,,,1.03,ak,ak16191624,2017-06-16T15:45:37.232Z,"70km WNW of Skagway, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-06-16T14:14:36.530Z,32.972,-115.8851667,11.45,3.32,ml,92,27,0.05398,0.28,ci,ci37910752,2017-06-19T23:43:49.100Z,"26km WSW of Westmorland, CA",earthquake,0.17,0.4,0.165,250,reviewed,ci,ci
2017-06-16T13:55:44.680Z,44.788,-111.018,10.16,2.47,ml,26,47,0.02988,0.14,uu,uu60204002,2017-06-16T14:27:12.690Z,"15km NNE of West Yellowstone, Montana",earthquake,0.28,0.45,0.25,6,reviewed,uu,uu
2017-06-16T13:17:41.880Z,44.7881667,-111.0205,10.23,2.56,ml,26,47,0.03059,0.14,uu,uu60203967,2017-06-16T22:06:53.403Z,"15km NNE of West Yellowstone, Montana",earthquake,0.27,0.44,0.107,5,reviewed,uu,uu
2017-06-16T12:40:40.940Z,44.768,-111.0201667,7.11,2.72,ml,19,145,0.01322,0.13,uu,uu60203937,2017-06-16T13:51:00.530Z,"13km NNE of West Yellowstone, Montana",earthquake,0.34,0.63,0.293,7,reviewed,uu,uu
2017-06-16T09:55:30.080Z,39.855,-112.0795,5.67,2.66,ml,27,86,0.09977,0.14,uu,uu60203832,2017-06-16T15:18:44.260Z,"19km WNW of Mona, Utah",earthquake,0.31,1.05,0.132,18,reviewed,uu,uu
2017-06-16T09:47:00.070Z,-30.9359,-71.0813,80.17,4.4,mb,,106,0.275,0.81,us,us20009mys,2017-06-16T10:37:00.474Z,"29km SSW of Monte Patria, Chile",earthquake,5.6,4.4,0.17,10,reviewed,us,us
2017-06-16T08:19:42.118Z,63.3435,-145.4563,0,2.9,ml,,,,0.72,ak,ak16190740,2017-06-19T10:14:46.736Z,"60km SSW of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-06-16T08:02:02.070Z,44.7936667,-111.0438333,9.66,2.78,ml,28,49,0.04357,0.14,uu,uu60203727,2017-06-16T15:32:40.900Z,"15km NNE of West Yellowstone, Montana",earthquake,0.32,0.45,0.243,6,reviewed,uu,uu
2017-06-16T07:47:50.940Z,18.9023,-64.4645,5,3.45,md,19,210,1.0114,0.36,pr,pr2017167002,2017-06-18T16:35:30.286Z,"56km NNE of Road Town, British Virgin Islands",earthquake,1.72,1.39,0.3,15,reviewed,pr,pr
2017-06-16T06:44:16.283Z,60.7309,-150.1544,16.3,2.7,ml,,,,0.56,ak,ak16190528,2017-06-16T06:50:01.895Z,"39km ENE of Sterling, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-06-16T06:43:54.272Z,61.3812,-146.6281,32.3,3.4,ml,,,,0.71,ak,ak16190517,2017-06-16T19:54:23.675Z,"31km NNW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-06-16T06:17:13.410Z,-3.0306,146.8278,10,4.7,mb,,67,1.118,1.17,us,us20009mxc,2017-06-16T06:34:13.040Z,"121km SSW of Lorengau, Papua New Guinea",earthquake,8.6,1.9,0.11,25,reviewed,us,us
2017-06-16T05:50:01.350Z,-22.4896,-66.1448,281.28,4.3,mb,,62,1.933,0.7,us,us20009mx8,2017-06-16T06:04:09.040Z,"52km WNW of Abra Pampa, Argentina",earthquake,9.1,12.2,0.307,3,reviewed,us,us
2017-06-16T05:30:49.914Z,38.379,-118.9113,7.4,2.5,ml,22,47.25,0.139,0.1584,nn,nn00592537,2017-06-16T19:11:06.842Z,"29km WSW of Hawthorne, Nevada",earthquake,,3.1,0.32,12,reviewed,nn,nn
2017-06-16T05:00:22.280Z,40.437,-124.4685,25.05,3.14,ml,21,246,0.1071,0.1,nc,nc72816736,2017-06-16T20:58:02.309Z,"23km SW of Ferndale, California",earthquake,1.03,0.56,0.184,16,reviewed,nc,nc
2017-06-16T04:57:17.740Z,40.4571667,-124.4593333,26.66,2.91,md,19,242,0.09476,0.14,nc,nc72816726,2017-06-16T17:34:02.863Z,"21km SW of Ferndale, California",earthquake,1.01,0.59,0.158,48,reviewed,nc,nc
2017-06-16T04:20:30.720Z,12.9586,-90.1469,10,4.2,mb,,184,1.147,1.4,us,us20009mx2,2017-06-16T05:24:07.040Z,"78km SSW of Acajutla, El Salvador",earthquake,7.4,2,0.101,27,reviewed,us,us
2017-06-16T04:15:27.271Z,57.046,-154.1029,18.1,3,ml,,,,0.54,ak,ak16190097,2017-06-16T15:59:50.512Z,"55km S of Larsen Bay, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2017-06-16T04:15:03.405Z,58.043,-152.955,57.7,2.6,ml,,,,0.52,ak,ak16190095,2017-06-16T04:24:51.185Z,"37km NW of Kodiak Station, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-06-16T03:55:25.800Z,47.8403333,-122.8856667,56.45,3.69,ml,62,31,0.03217,0.15,uw,uw61293181,2017-06-20T19:50:40.941Z,"15km W of Lofall, Washington",earthquake,0.36,0.49,0.186,61,reviewed,uw,uw
2017-06-16T02:28:27.580Z,36.3738333,-92.995,5.66,2.89,md,21,85,0.1155,0.1,nm,nm60171697,2017-06-19T14:20:21.093Z,"18km NNE of Harrison, Arkansas",earthquake,0.23,0.62,0.053,14,reviewed,nm,nm
2017-06-16T01:46:27.450Z,44.7871667,-111.0365,9.79,2.94,ml,18,116,0.03524,0.13,uu,uu60203327,2017-06-16T20:38:57.290Z,"14km NNE of West Yellowstone, Montana",earthquake,0.41,0.51,0.245,6,reviewed,uu,uu
2017-06-16T01:44:16.370Z,8.3402,126.5819,61.63,4.9,mb,,104,1.606,0.79,us,us20009mwd,2017-06-16T02:03:32.040Z,"25km NE of Barcelona, Philippines",earthquake,8.1,5.9,0.062,82,reviewed,us,us
2017-06-16T01:03:15.140Z,44.7758333,-111.0386667,9.46,3.09,ml,15,137,0.05241,0.15,uu,uu60010834,2017-06-16T20:31:00.346Z,"11km NNE of West Yellowstone, Montana",earthquake,0.47,0.85,0.307,10,reviewed,uu,uu
2017-06-16T01:02:52.820Z,44.7803333,-111.0331667,9.31,2.74,ml,15,142,0.02848,0.12,uu,uu60010839,2017-06-16T14:41:36.840Z,"14km NNE of West Yellowstone, Montana",earthquake,0.36,0.66,0.262,7,reviewed,uu,uu
2017-06-16T00:55:18.410Z,44.7846667,-111.0353333,9.3,2.73,ml,18,115,0.03277,0.15,uu,uu60203147,2017-06-16T14:26:29.980Z,"14km NNE of West Yellowstone, Montana",earthquake,0.42,0.61,0.215,6,reviewed,uu,uu
