cds	rtype	sname	dname	cname	enroll12	NumTstTakr	AvgScrRead	AvgScrMath	AvgScrWrite	NumGE1500	PctGE1500
16639250118919	S	Sierra Pacific High	Hanford Joint Union High	Kings	183	77	468	456	456	21	27.27
16639251630169	S	Hanford West High	Hanford Joint Union High	Kings	280	101	462	466	456	28	27.72
16639251634401	S	Hanford High	Hanford Joint Union High	Kings	343	103	457	447	447	24	23.30
16639820000000	D		Lemoore Union High	Kings	511	160	478	464	472	60	37.50
16639820110205	S	Lemoore Middle College High	Lemoore Union High	Kings	37	33	498	472	492	16	48.48
16639821635606	S	Lemoore High	Lemoore Union High	Kings	421	127	473	463	466	44	34.65
16739320000000	D		Reef-Sunset Unified	Kings	144	42	409	415	410	5	11.90
16739321630953	S	Avenal High	Reef-Sunset Unified	Kings	133	42	409	415	410	5	11.90
17000000000000	C			Lake	618	175	507	484	483	82	46.86
17640140000000	D		Kelseyville Unified	Lake	129	31	512	476	475	11	35.48
17640141734359	S	Kelseyville High	Kelseyville Unified	Lake	124	31	512	476	475	11	35.48
17640220000000	D		Konocti Unified	Lake	175	39	487	466	476	17	43.59
17640221730027	S	Carle (William C.) High (Continuation)	Konocti Unified	Lake	23	1	*	*	*	*	*
17640221730118	S	Richard H. Lewis Alternative	Konocti Unified	Lake	21	0	NA	NA	NA	NA	NA
17640221735000	S	Lower Lake High	Konocti Unified	Lake	131	38	494	467	480	17	44.74
17640300000000	D		Lakeport Unified	Lake	99	39	519	517	489	24	61.54
17640301730142	S	Lakeport Alternative (Home School)	Lakeport Unified	Lake	4	1	*	*	*	*	*
17640301732304	S	Clear Lake High	Lakeport Unified	Lake	83	38	519	521	489	24	63.16
17640550000000	D		Middletown Unified	Lake	124	41	528	501	495	21	51.22
17640551736008	S	Middletown High	Middletown Unified	Lake	115	41	528	501	495	21	51.22
17640710000000	D		Upper Lake Union High	Lake	85	25	478	446	472	9	36.00
17640711737006	S	Upper Lake High	Upper Lake Union High	Lake	73	25	478	446	472	9	36.00
18000000000000	C			Lassen	399	85	493	501	483	41	48.24
18640890000000	D		Big Valley Joint Unified	Lassen	18	6	*	*	*	*	*
18640891831601	S	Big Valley Jr. Sr. High	Big Valley Joint Unified	Lassen	18	6	*	*	*	*	*
18641390000000	D		Lassen Union High	Lassen	228	74	492	508	485	37	50.00
18641391833805	S	Lassen High	Lassen Union High	Lassen	215	74	492	508	485	37	50.00
18641620000000	D		Ravendale-Termo Elementary	Lassen	74	0	NA	NA	NA	NA	NA
18641620120287	S	New Day Academy	Ravendale-Termo Elementary	Lassen	16	0	NA	NA	NA	NA	NA
18641626010763	S	Long Valley Charter	Ravendale-Termo Elementary	Lassen	51	0	NA	NA	NA	NA	NA
18642040000000	D		Westwood Unified	Lassen	50	3	*	*	*	*	*
18642041830132	S	Westwood Charter	Westwood Unified	Lassen	40	1	*	*	*	*	*
18642041838507	S	Westwood High	Westwood Unified	Lassen	10	2	*	*	*	*	*
18750360000000	D		Fort Sage Unified	Lassen	22	2	*	*	*	*	*
18750361833409	S	Herlong High	Fort Sage Unified	Lassen	12	2	*	*	*	*	*
19000000000000	C			Los Angeles	123249	54787	472	486	473	21106	38.52
19101990000000	D		Los Angeles County Office of E	Los Angeles	1332	374	487	481	487	161	43.05
19101990109918	S	Opportunities Unlimited Charter High	Los Angeles County Office of E	Los Angeles	21	13	326	334	330	0	0.00
19101990109926	S	Academia Avance Charter	Los Angeles County Office of E	Los Angeles	58	59	393	395	404	3	5.08
19101990109942	S	Los Angeles International Charter High	Los Angeles County Office of E	Los Angeles	47	43	417	426	444	4	9.30
19101990127522	S	Optimist Charter	Los Angeles County Office of E	Los Angeles	12	0	NA	NA	NA	NA	NA
19101991933399	S	L.A. County High School for the Arts	Los Angeles County Office of E	Los Angeles	147	134	553	515	552	89	66.42
19101991995257	S	Alternative Opportunity Programs	Los Angeles County Office of E	Los Angeles	59	0	NA	NA	NA	NA	NA
19101991995869	S	International Polytechnic High	Los Angeles County Office of E	Los Angeles	132	116	511	536	499	65	56.03
19101991996008	S	Soledad Enrichment Action Charter High	Los Angeles County Office of E	Los Angeles	346	9	*	*	*	*	*
19642120000000	D		ABC Unified	Los Angeles	1685	868	532	571	540	543	62.56
19642121930056	S	Cerritos High	ABC Unified	Los Angeles	524	362	535	584	550	253	69.89
19642121930361	S	Artesia High	ABC Unified	Los Angeles	292	125	455	473	455	32	25.60
19642121931641	S	Tracy (Wilbur) High (Continuation)	ABC Unified	Los Angeles	198	2	*	*	*	*	*
19642121931880	S	Whitney (Gretchen) High	ABC Unified	Los Angeles	171	161	644	695	660	159	98.76
19642121933159	S	Gahr (Richard) High	ABC Unified	Los Angeles	449	218	487	514	486	97	44.50
19642121995596	S	ABC Secondary (Alternative)	ABC Unified	Los Angeles	46	0	NA	NA	NA	NA	NA
19642460000000	D		Antelope Valley Union High	Los Angeles	6806	1874	458	451	449	533	28.44
19642460100081	S	William J. (Pete) Knight High	Antelope Valley Union High	Los Angeles	833	278	445	445	442	60	21.58
19642460108407	S	Eastside High	Antelope Valley Union High	Los Angeles	531	271	412	413	401	25	9.23
19642460111872	S	SOAR High (Students On Academic Rise)	Antelope Valley Union High	Los Angeles	74	73	535	517	521	48	65.75
19642460115337	S	Los Angeles County Online High	Antelope Valley Union High	Los Angeles	171	8	*	*	*	*	*
19642461930213	S	Antelope Valley High	Antelope Valley Union High	Los Angeles	397	106	428	423	422	20	18.87
19642461931732	S	Desert Winds Continuation High	Antelope Valley Union High	Los Angeles	380	2	*	*	*	*	*
19642461936624	S	Palmdale High	Antelope Valley Union High	Los Angeles	671	178	445	429	441	42	23.60
19642461937051	S	Quartz Hill High	Antelope Valley Union High	Los Angeles	758	319	504	505	490	149	46.71
19642461995398	S	Highland High	Antelope Valley Union High	Los Angeles	748	295	466	461	458	105	35.59
19642461995406	S	Littlerock High	Antelope Valley Union High	Los Angeles	322	111	436	410	422	18	16.22
19642461995844	S	Lancaster High	Antelope Valley Union High	Los Angeles	545	228	463	447	453	61	26.75
19642461996537	S	Desert Sands Charter	Antelope Valley Union High	Los Angeles	875	5	*	*	*	*	*
19642610000000	D		Arcadia Unified	Los Angeles	946	651	574	625	583	536	82.33
19642611930288	S	Arcadia High	Arcadia Unified	Los Angeles	926	651	574	625	583	536	82.33
19642611995299	S	Rancho Learning Center (Alternative)	Arcadia Unified	Los Angeles	20	0	NA	NA	NA	NA	NA
19642790000000	D		Azusa Unified	Los Angeles	728	281	446	464	440	69	24.56
19642791930528	S	Azusa High	Azusa Unified	Los Angeles	290	134	443	461	437	34	25.37
19642791933449	S	Gladstone High	Azusa Unified	Los Angeles	319	147	450	466	443	35	23.81
19642870000000	D		Baldwin Park Unified	Los Angeles	2230	530	447	461	456	146	27.55
19642870114397	S	Opportunities For Learning - Baldwin Par	Baldwin Park Unified	Los Angeles	718	48	430	425	453	10	20.83
19642871930601	S	Baldwin Park High	Baldwin Park Unified	Los Angeles	446	175	452	480	457	52	29.71
19642871938166	S	Sierra Vista High	Baldwin Park Unified	Los Angeles	439	231	443	466	455	69	29.87
19642871996479	S	Opportunities for Learning - Baldwin Par	Baldwin Park Unified	Los Angeles	333	76	459	423	457	15	19.74
19642950000000	D		Bassett Unified	Los Angeles	338	124	420	441	416	25	20.16
19642951930700	S	Bassett Senior High	Bassett Unified	Los Angeles	299	124	420	441	416	25	20.16
19643030000000	D		Bellflower Unified	Los Angeles	1098	367	482	497	469	141	38.42
19643031930775	S	Bellflower High	Bellflower Unified	Los Angeles	403	145	468	493	452	51	35.17
19643031935618	S	Mayfair High	Bellflower Unified	Los Angeles	502	220	491	500	480	89	40.45
19643031938190	S	Somerset Continuation High	Bellflower Unified	Los Angeles	184	2	*	*	*	*	*
19643110000000	D		Beverly Hills Unified	Los Angeles	498	290	570	590	592	233	80.34
19643111930981	S	Beverly Hills High	Beverly Hills Unified	Los Angeles	480	290	570	590	592	233	80.34
19643290000000	D		Bonita Unified	Los Angeles	875	440	506	518	503	226	51.36
19643291931088	S	Bonita High	Bonita Unified	Los Angeles	508	289	512	523	515	164	56.75
19643291937739	S	San Dimas High	Bonita Unified	Los Angeles	296	151	495	508	479	62	41.06
19643370000000	D		Burbank Unified	Los Angeles	1592	684	514	531	512	384	56.14
19643371931187	S	Burbank High	Burbank Unified	Los Angeles	630	330	518	551	520	202	61.21
19643371931237	S	Burroughs High	Burbank Unified	Los Angeles	608	326	515	519	508	175	53.68
19643371933332	S	Monterey High (Continuation)	Burbank Unified	Los Angeles	115	1	*	*	*	*	*
19643371996099	S	Options for Youth-Burbank Charter	Burbank Unified	Los Angeles	220	27	473	446	453	7	25.93
19643520000000	D		Centinela Valley Union High	Los Angeles	1817	644	418	417	420	97	15.06
